user_id,message,published_time,type,love,wow,sad,total
112638779551,"Yes, those bottles are supposed to be on the field.

Nicole Dabeau for @TheBuzzer.",2016-06-15 17:26:50,video,142,88,8,238
52150999700,Susan Sarandon's tribute to the young Star Trek actor is incredibly touching.,2016-06-20 12:31:00,link,26,23,29,78
95926963131,Iggy Azalea is publicly splitting from fiancé Nick Young of the LA Lakers.,2016-06-19 22:53:09,link,22,79,45,146
25902406772,"""This bicycle ain't big enough for the two of us.""

""Well, actually...""",2016-06-17 16:29:33,link,45,49,35,129
10513336322,"John Oliver: ""Britain would be crazy to leave because, if it stays, it can reap all the benefits while still being a total dick about everything.""",2016-06-20 11:40:01,link,34,42,26,102
7245371700,It would be out of this world.,2016-06-22 21:47:18,link,146,73,40,259
5281959998,"A child played in an art installation by Darya von Berner titled ""Selfi"" at the Matadero Madrid, a center for contemporary art.

More photos of the week: http://nyti.ms/1UnV0RL

Photo: Javier Soriano/Agence France-Presse — Getty Images",2016-06-18 18:55:00,photo,195,82,1,278
10513336322,"""What world is white America living in? The statistics say it all. Half of black Americans who are born poor stay poor; black students attend the worst schools; 1.6 million black men aged 24-54 have disappeared from civic life because they have died or are in prison.""",2016-06-18 06:00:01,link,17,68,5,90
75932763901,RUDE! We can't believe Kim Kardashian West would be THIS selfish on daughter North West's birthday!! See the Instagram post that says A LOT about her personality 😒 –> http://bit.ly/1Yse5Fa,2016-06-15 20:30:01,photo,76,92,44,212
18807449704,THE ROBOT REVOLUTION BEGINS!,2016-06-17 14:01:25,link,112,73,6,191
5281959998,Double or even triple the cocoa. We won't tell.,2016-06-17 15:55:00,link,113,8,26,147
10513336322,"'Even when we look back and see how much our tastes have changed, the idea that we will change equally in the future seems to confound us. It is what keeps tattoo removal practitioners in business. Psychologists have identified the illusion that for many, the present is a ""watershed moment at which they have finally become the person they will be for the rest of their lives"".'",2016-06-22 07:00:00,link,39,27,14,80
25902406772,A look at some of the top NFL Draft prospects.,2016-06-16 14:26:05,link,104,87,17,208
10513336322,"""In June 2006, a 16-year-old girl began a video blog on YouTube. Her name was Bree, she was a self-described dork, she was funny, friendly, had great eyebrows. It soon became clear she was pretty lonely, which was probably why her username was Lonelygirl15. Her followers quickly ballooned and she became one of the young site's most popular stars. The New York Times had a recurring blog about her. She had her own forum. Hundreds of people wanted to be her friend on Myspace. The thing is, Bree wasn't real.""",2016-06-16 07:00:00,link,176,55,48,279
5281959998,A chant from some Mexican fans at the Copa América Centenario 2016 has proved controversial.,2016-06-17 18:25:00,link,183,4,26,213
7245371700,Selena Gomez's character has no chill.,2016-06-16 01:11:07,link,111,87,43,241
75932763901,Kim Kardashian West made waves when she posted these over-the-top Instagram pics — but they are NOTHING compared to little sister Kylie Jenner's latest post: http://bit.ly/1XjtlVo,2016-06-15 01:00:00,photo,7,4,27,38
112638779551,"The numbers don't lie. In these NBA Finals, Kyrie Irving > Stephen Curry",2016-06-16 14:10:49,link,91,5,22,118
112638779551,This is awesome.,2016-06-15 12:26:21,link,6,24,42,72
86680728811,Dark scenarios for the global economy are being discussed by economists as they try to gauge the risks of Thursday's referendum for the wider world. http://abcn.ws/21tI5PX,2016-06-19 15:46:21,link,122,5,28,155
18807449704,All the feels.,2016-06-20 18:00:00,link,198,61,14,273
10606591490,Donald J. Trump has said in the past that he would like Oprah Winfrey to be his running mate.,2016-06-17 16:30:24,link,112,87,50,249
18807449704,Demi Lovato returns to social media after 24-hour exit.,2016-06-22 19:10:18,video,23,61,19,103
86680728811,"UPDATE: DOJ and FBI release full transcript from Orlando shooter's 911 call to provide the ""highest level of transparency."" abcn.ws/28It1Ld",2016-06-20 13:52:31,link,128,18,30,176
